NONE	Orthogroup	Aedaeg	Aedalb	Anofun	Anoste	Culpip	Culqui
NONE	OG0000628	2	2	1	1	3	3
NONE	OG0000629	3	4	1	1	1	2
NONE	OG0000630	3	3	1	1	2	2
NONE	OG0000631	2	2	0	0	4	4
NONE	OG0000632	1	1	1	1	7	1
NONE	OG0000633	3	2	1	1	3	2
NONE	OG0000634	1	1	2	2	4	2
NONE	OG0000635	2	2	1	1	3	3
NONE	OG0000636	2	2	0	0	5	3
NONE	OG0000637	1	1	1	1	4	4
NONE	OG0000638	2	2	1	1	1	5
NONE	OG0000639	4	2	1	1	2	2
NONE	OG0000640	2	2	2	2	2	2
NONE	OG0000641	1	11	0	0	0	0
NONE	OG0000642	2	1	1	1	2	5
NONE	OG0000643	3	2	2	2	1	2
NONE	OG0000644	2	2	2	2	2	2
NONE	OG0000645	2	2	1	1	4	2
NONE	OG0000646	2	2	1	1	4	2
NONE	OG0000647	2	3	1	2	2	2
NONE	OG0000648	1	1	0	0	5	5
NONE	OG0000649	1	1	7	1	1	1
NONE	OG0000650	0	12	0	0	0	0
NONE	OG0000651	0	12	0	0	0	0
NONE	OG0000652	0	11	0	0	1	0
NONE	OG0000653	0	12	0	0	0	0
NONE	OG0000654	4	1	2	2	1	1
NONE	OG0000655	2	3	1	1	2	2
NONE	OG0000656	0	7	4	0	0	0
NONE	OG0000657	0	4	0	2	3	2
NONE	OG0000658	0	1	0	0	5	5
NONE	OG0000659	2	4	0	0	3	2
NONE	OG0000660	3	3	1	1	2	1
NONE	OG0000661	0	0	5	6	0	0
NONE	OG0000662	1	4	1	1	2	2
NONE	OG0000663	1	3	5	2	0	0
NONE	OG0000664	5	4	0	0	1	1
NONE	OG0000665	2	2	1	1	3	2
NONE	OG0000666	0	3	1	1	6	0
NONE	OG0000667	3	3	1	1	3	0
NONE	OG0000668	2	1	2	2	2	2
NONE	OG0000669	1	2	2	1	3	2
NONE	OG0000670	9	0	1	0	0	1
NONE	OG0000671	1	2	1	1	3	3
NONE	OG0000672	3	3	1	0	2	2
NONE	OG0000673	2	1	2	1	3	2
NONE	OG0000674	4	4	1	1	1	0
NONE	OG0000675	1	2	3	3	1	1
NONE	OG0000676	4	1	2	0	4	0
NONE	OG0000677	2	2	1	1	3	2
NONE	OG0000678	1	0	1	3	3	3
NONE	OG0000679	1	2	1	3	2	2
NONE	OG0000680	2	1	3	3	2	0
NONE	OG0000681	2	1	1	1	3	3
NONE	OG0000682	3	2	2	2	1	1
NONE	OG0000683	1	1	4	1	2	2
NONE	OG0000684	1	1	1	1	3	4
NONE	OG0000685	2	2	2	3	1	1
NONE	OG0000686	2	2	2	2	1	2
NONE	OG0000687	1	3	0	1	4	2
NONE	OG0000688	3	2	2	2	1	1
NONE	OG0000689	3	4	2	0	0	2
NONE	OG0000690	2	3	1	1	2	2
NONE	OG0000691	2	2	1	2	2	2
NONE	OG0000692	2	3	1	1	2	2
NONE	OG0000693	2	2	2	2	2	1
NONE	OG0000694	2	2	1	1	3	2
NONE	OG0000695	3	3	1	1	2	1
NONE	OG0000696	1	2	1	5	1	1
NONE	OG0000697	2	3	1	1	1	3
NONE	OG0000698	3	4	1	1	1	1
NONE	OG0000699	0	5	2	1	1	2
NONE	OG0000700	3	2	1	1	2	2
NONE	OG0000701	3	2	1	1	2	2
NONE	OG0000702	4	2	1	1	2	1
NONE	OG0000703	1	2	2	1	3	2
NONE	OG0000704	1	1	1	1	4	3
NONE	OG0000705	1	2	1	1	3	3
NONE	OG0000706	1	1	1	1	4	3
NONE	OG0000707	3	2	1	1	2	2
NONE	OG0000708	2	1	1	0	3	4
NONE	OG0000709	4	6	0	0	0	1
NONE	OG0000710	1	5	1	2	1	1
NONE	OG0000711	4	5	0	0	1	1
NONE	OG0000712	2	1	3	3	1	1
NONE	OG0000713	2	1	1	1	2	4
NONE	OG0000714	2	2	1	3	1	2
NONE	OG0000715	3	3	2	3	0	0
NONE	OG0000716	1	1	1	1	4	3
NONE	OG0000717	2	3	1	1	2	2
NONE	OG0000718	5	1	1	2	1	1
NONE	OG0000719	3	1	1	3	2	1
NONE	OG0000720	3	2	0	0	3	3
NONE	OG0000721	3	1	1	1	4	1
NONE	OG0000722	3	2	1	1	2	2
NONE	OG0000723	1	1	1	1	5	2
NONE	OG0000724	2	2	1	1	3	2
NONE	OG0000725	2	3	1	1	2	2
NONE	OG0000726	2	1	1	1	3	3
NONE	OG0000727	1	2	0	0	3	5
NONE	OG0000728	3	4	1	1	0	2
NONE	OG0000729	7	4	0	0	0	0
NONE	OG0000730	1	1	1	1	4	3
NONE	OG0000731	1	1	1	0	4	4
NONE	OG0000732	1	1	1	2	3	3
NONE	OG0000733	1	1	4	3	1	1
NONE	OG0000734	1	3	1	3	1	2
NONE	OG0000735	2	3	1	3	1	1
NONE	OG0000736	1	2	1	1	1	5
NONE	OG0000737	3	3	0	0	5	0
NONE	OG0000738	2	5	1	1	1	1
NONE	OG0000739	1	2	2	2	2	2
NONE	OG0000740	2	3	1	1	2	2
NONE	OG0000741	2	6	0	0	3	0
NONE	OG0000742	1	2	3	3	1	1
NONE	OG0000743	1	1	0	0	5	4
NONE	OG0000744	1	2	1	1	3	3
NONE	OG0000745	2	3	1	1	2	2
NONE	OG0000746	2	3	1	1	2	2
NONE	OG0000747	1	5	1	1	1	2
NONE	OG0000748	2	3	1	1	3	1
NONE	OG0000749	2	2	1	1	3	2
NONE	OG0000750	4	3	1	1	1	1
NONE	OG0000751	2	3	1	1	2	2
NONE	OG0000752	2	3	1	1	2	2
NONE	OG0000753	2	2	0	0	3	4
NONE	OG0000754	2	4	0	0	3	2
NONE	OG0000755	3	3	0	1	1	3
NONE	OG0000756	1	7	0	0	2	1
NONE	OG0000757	2	2	0	0	3	4
NONE	OG0000758	1	1	1	1	2	5
NONE	OG0000759	2	2	2	1	2	2
NONE	OG0000760	2	2	2	1	2	2
NONE	OG0000761	1	2	1	5	2	0
NONE	OG0000762	3	2	1	1	2	2
NONE	OG0000763	3	2	2	2	1	1
NONE	OG0000764	3	3	1	1	1	2
NONE	OG0000765	2	1	1	1	3	3
NONE	OG0000766	1	4	0	0	4	2
NONE	OG0000767	2	2	0	0	4	3
NONE	OG0000768	1	2	1	1	3	3
NONE	OG0000769	1	4	2	2	1	1
NONE	OG0000770	3	5	0	0	3	0
NONE	OG0000771	5	3	1	1	0	1
NONE	OG0000772	2	4	1	1	1	2
NONE	OG0000773	2	1	2	3	2	1
NONE	OG0000774	2	2	1	2	2	2
NONE	OG0000775	0	11	0	0	0	0
NONE	OG0000776	0	5	3	3	0	0
NONE	OG0000777	0	8	0	0	1	2
NONE	OG0000778	0	11	0	0	0	0
NONE	OG0000779	0	11	0	0	0	0
NONE	OG0000780	0	1	4	4	1	1
NONE	OG0000781	0	1	1	1	4	4
NONE	OG0000782	0	0	2	9	0	0
NONE	OG0000783	0	0	0	11	0	0
NONE	OG0000784	0	0	0	0	9	2
NONE	OG0000785	0	0	0	0	8	3
NONE	OG0000786	0	0	0	0	4	7
NONE	OG0000787	0	0	0	0	5	6
NONE	OG0000788	0	0	0	0	6	5
NONE	OG0000789	1	1	2	2	2	2
NONE	OG0000790	1	1	2	1	3	2
NONE	OG0000791	1	2	3	2	1	1
NONE	OG0000792	2	2	0	1	3	2
NONE	OG0000793	2	1	3	1	3	0
NONE	OG0000794	2	2	1	1	2	2
NONE	OG0000795	0	0	2	6	1	1
NONE	OG0000796	2	3	1	1	1	2
NONE	OG0000797	2	3	2	2	0	1
NONE	OG0000798	1	1	1	1	3	3
NONE	OG0000799	2	2	1	1	2	2
NONE	OG0000800	1	1	2	2	2	2
NONE	OG0000801	2	2	2	1	1	2
NONE	OG0000802	3	3	1	1	1	1
NONE	OG0000803	2	2	1	1	2	2
NONE	OG0000804	1	2	3	2	1	1
NONE	OG0000805	1	1	4	2	1	1
NONE	OG0000806	2	1	3	2	1	1
NONE	OG0000807	2	2	1	1	2	2
NONE	OG0000808	2	2	1	1	2	2
NONE	OG0000809	1	1	2	2	2	2
NONE	OG0000810	1	1	1	1	3	3
NONE	OG0000811	2	1	2	2	1	2
NONE	OG0000812	3	3	0	1	1	2
NONE	OG0000813	1	1	1	1	3	3
NONE	OG0000814	1	2	1	1	3	2
NONE	OG0000815	1	2	1	1	2	3
NONE	OG0000816	3	4	1	2	0	0
NONE	OG0000817	3	3	1	1	1	1
NONE	OG0000818	2	2	2	2	1	1
NONE	OG0000819	2	1	1	1	3	2
NONE	OG0000820	3	3	1	1	1	1
NONE	OG0000821	3	2	1	1	1	2
NONE	OG0000822	0	1	1	1	3	4
NONE	OG0000823	1	1	1	1	3	3
NONE	OG0000824	2	2	1	1	2	2
NONE	OG0000825	2	0	1	1	3	3
NONE	OG0000826	2	2	1	1	2	2
NONE	OG0000827	2	4	1	1	1	1
NONE	OG0000828	4	3	0	1	1	1
NONE	OG0000829	2	2	2	0	3	1
NONE	OG0000830	2	2	2	2	1	1
NONE	OG0000831	1	1	1	1	2	4
NONE	OG0000832	2	2	1	1	2	2
NONE	OG0000833	2	2	1	1	2	2
NONE	OG0000834	2	3	1	0	2	2
NONE	OG0000835	5	1	1	1	1	1
NONE	OG0000836	3	1	1	1	3	1
NONE	OG0000837	2	3	1	1	2	1
NONE	OG0000838	1	1	1	1	3	3
NONE	OG0000839	1	5	1	1	1	1
NONE	OG0000840	2	1	1	1	3	2
NONE	OG0000841	1	2	2	1	2	2
NONE	OG0000842	2	2	2	2	2	0
NONE	OG0000843	5	1	1	1	1	1
NONE	OG0000844	2	2	2	2	1	1
NONE	OG0000845	3	0	1	2	2	2
NONE	OG0000846	4	3	0	0	2	1
NONE	OG0000847	2	2	1	1	2	2
NONE	OG0000848	1	2	1	1	4	1
NONE	OG0000849	5	5	0	0	0	0
NONE	OG0000850	2	2	1	1	2	2
NONE	OG0000851	2	2	1	1	2	2
NONE	OG0000852	2	2	1	1	2	2
NONE	OG0000853	1	1	1	1	3	3
NONE	OG0000854	4	1	1	2	1	1
NONE	OG0000855	2	3	1	2	1	1
NONE	OG0000856	1	1	5	1	1	1
NONE	OG0000857	1	2	1	1	3	2
NONE	OG0000858	1	1	1	1	4	2
NONE	OG0000859	4	2	1	1	1	1
NONE	OG0000860	1	3	2	2	1	1
NONE	OG0000861	2	2	2	2	1	1
NONE	OG0000862	2	2	1	2	2	1
NONE	OG0000863	2	2	1	1	2	2
NONE	OG0000864	1	1	3	2	2	1
NONE	OG0000865	2	2	1	1	2	2
NONE	OG0000866	3	1	1	1	2	2
NONE	OG0000867	1	2	1	1	2	3
NONE	OG0000868	3	3	1	1	1	1
NONE	OG0000869	2	2	1	1	2	2
NONE	OG0000870	1	1	2	2	2	2
NONE	OG0000871	2	2	1	1	2	2
NONE	OG0000872	2	2	2	2	1	1
NONE	OG0000873	2	2	1	1	3	1
NONE	OG0000874	2	2	2	2	1	1
NONE	OG0000875	2	2	1	1	2	2
NONE	OG0000876	2	4	1	1	1	1
NONE	OG0000877	2	2	0	0	3	3
NONE	OG0000878	1	4	1	2	1	1
NONE	OG0000879	2	2	2	2	1	1
NONE	OG0000880	1	1	1	1	2	4
NONE	OG0000881	1	1	1	4	2	1
NONE	OG0000882	2	2	1	1	2	2
NONE	OG0000883	2	2	1	1	2	2
NONE	OG0000884	2	2	0	0	3	3
NONE	OG0000885	2	2	1	1	2	2
NONE	OG0000886	2	2	1	1	2	2
NONE	OG0000887	2	2	1	1	2	2
NONE	OG0000888	1	9	0	0	0	0
NONE	OG0000889	1	1	3	3	1	1
NONE	OG0000890	1	1	1	2	2	3
NONE	OG0000891	2	1	1	1	1	4
NONE	OG0000892	2	2	1	1	2	2
NONE	OG0000893	2	3	1	2	1	1
NONE	OG0000894	2	2	1	1	2	2
NONE	OG0000895	2	2	0	0	3	3
NONE	OG0000896	1	1	1	1	2	4
NONE	OG0000897	1	1	2	2	2	2
NONE	OG0000898	1	3	1	1	2	2
NONE	OG0000899	1	1	1	1	2	4
NONE	OG0000900	2	2	2	1	1	2
NONE	OG0000901	2	2	1	1	2	2
NONE	OG0000902	1	3	0	0	3	3
NONE	OG0000903	2	2	1	1	2	2
NONE	OG0000904	1	1	1	1	4	2
NONE	OG0000905	1	9	0	0	0	0
NONE	OG0000906	2	1	1	1	3	2
NONE	OG0000907	2	2	1	1	2	2
NONE	OG0000908	1	1	1	1	3	3
NONE	OG0000909	2	2	1	2	2	1
NONE	OG0000910	2	2	2	1	1	2
NONE	OG0000911	1	2	1	2	3	1
NONE	OG0000912	2	1	1	1	2	3
NONE	OG0000913	4	2	1	1	1	1
NONE	OG0000914	2	2	1	1	2	2
NONE	OG0000915	1	1	3	3	1	1
NONE	OG0000916	3	2	1	2	1	1
NONE	OG0000917	2	2	2	2	1	1
NONE	OG0000918	4	2	1	1	1	1
NONE	OG0000919	2	2	1	1	2	2
NONE	OG0000920	2	2	2	2	1	1
NONE	OG0000921	1	1	1	1	3	3
NONE	OG0000922	2	1	1	1	1	4
NONE	OG0000923	1	1	1	1	4	2
NONE	OG0000924	1	1	3	1	2	2
NONE	OG0000925	2	2	2	2	1	1
NONE	OG0000926	1	3	0	0	3	3
NONE	OG0000927	2	2	1	1	2	2
NONE	OG0000928	2	2	1	1	2	2
NONE	OG0000929	1	1	1	1	4	2
NONE	OG0000930	1	3	1	3	1	1
NONE	OG0000931	2	3	1	2	1	1
NONE	OG0000932	1	2	2	3	1	1
NONE	OG0000933	2	2	1	1	2	2
NONE	OG0000934	3	3	1	1	1	1
NONE	OG0000935	1	1	0	0	4	4
NONE	OG0000936	1	1	1	1	3	3
NONE	OG0000937	1	1	1	2	4	1
NONE	OG0000938	1	2	1	2	2	2
NONE	OG0000939	2	2	2	2	1	1
NONE	OG0000940	2	2	1	1	2	2
NONE	OG0000941	2	2	1	1	2	2
NONE	OG0000942	2	2	1	1	2	2
NONE	OG0000943	2	2	1	1	2	2
NONE	OG0000944	2	2	2	1	1	2
NONE	OG0000945	2	2	1	1	2	2
NONE	OG0000946	1	1	1	1	4	2
NONE	OG0000947	2	2	1	1	2	2
NONE	OG0000948	2	2	1	1	2	2
NONE	OG0000949	1	1	2	2	2	2
NONE	OG0000950	0	10	0	0	0	0
NONE	OG0000951	0	7	3	0	0	0
NONE	OG0000952	0	10	0	0	0	0
NONE	OG0000953	0	10	0	0	0	0
NONE	OG0000954	0	10	0	0	0	0
NONE	OG0000955	0	10	0	0	0	0
NONE	OG0000956	0	2	4	1	3	0
NONE	OG0000957	0	10	0	0	0	0
NONE	OG0000958	0	1	2	3	2	2
NONE	OG0000959	0	0	1	9	0	0
NONE	OG0000960	0	0	0	10	0	0
NONE	OG0000961	0	0	0	0	10	0
NONE	OG0000962	0	0	0	0	6	4
NONE	OG0000963	0	0	0	0	3	7
NONE	OG0000964	0	0	0	0	5	5
NONE	OG0000965	0	0	0	0	4	6
NONE	OG0000966	0	0	0	0	2	8
NONE	OG0000967	0	0	0	0	5	5
NONE	OG0000968	0	0	0	0	5	5
NONE	OG0000969	2	2	1	1	1	2
NONE	OG0000970	0	0	1	1	4	3
NONE	OG0000971	2	2	2	1	1	1
NONE	OG0000972	2	2	1	1	1	2
NONE	OG0000973	2	2	0	1	2	2
NONE	OG0000974	1	2	1	1	2	2
NONE	OG0000975	2	2	1	1	2	1
NONE	OG0000976	1	1	1	2	2	2
NONE	OG0000977	1	1	2	2	2	1
NONE	OG0000978	1	1	1	1	2	3
NONE	OG0000979	1	1	1	1	3	2
NONE	OG0000980	1	5	1	1	0	1
NONE	OG0000981	2	3	1	1	1	1
NONE	OG0000982	2	2	1	1	1	2
NONE	OG0000983	1	1	1	1	3	2
NONE	OG0000984	1	1	2	2	2	1
NONE	OG0000985	1	2	1	1	2	2
NONE	OG0000986	1	1	3	3	1	0
NONE	OG0000987	2	2	1	1	1	2
NONE	OG0000988	1	2	1	1	2	2
NONE	OG0000989	1	2	2	2	1	1
NONE	OG0000990	1	1	1	1	4	1
NONE	OG0000991	2	1	2	2	1	1
NONE	OG0000992	1	2	1	1	2	2
NONE	OG0000993	1	1	2	1	2	2
NONE	OG0000994	2	1	2	2	1	1
NONE	OG0000995	2	2	1	1	2	1
NONE	OG0000996	1	2	1	1	2	2
NONE	OG0000997	1	3	1	1	2	1
NONE	OG0000998	1	1	2	2	2	1
NONE	OG0000999	1	1	1	1	3	2
NONE	OG0001000	1	2	2	2	1	1
NONE	OG0001001	2	2	1	0	2	2
NONE	OG0001002	2	1	1	1	2	2
NONE	OG0001003	3	3	0	1	1	1
NONE	OG0001004	2	3	1	1	1	1
NONE	OG0001005	4	3	1	1	0	0
NONE	OG0001006	4	1	1	1	1	1
NONE	OG0001007	0	1	1	2	3	2
NONE	OG0001008	0	0	1	2	2	4
NONE	OG0001009	2	2	1	1	2	1
NONE	OG0001010	2	1	2	2	1	1
NONE	OG0001011	1	1	3	2	1	1
NONE	OG0001012	1	1	2	2	2	1
NONE	OG0001013	1	1	2	2	2	1
NONE	OG0001014	1	0	2	3	1	2
NONE	OG0001015	2	1	1	1	2	2
NONE	OG0001016	3	2	1	1	1	1
NONE	OG0001017	2	1	1	1	2	2
NONE	OG0001018	1	2	1	1	3	1
NONE	OG0001019	2	2	1	1	1	2
NONE	OG0001020	1	1	2	2	2	1
NONE	OG0001021	1	2	2	2	1	1
NONE	OG0001022	1	2	2	3	0	1
NONE	OG0001023	3	2	1	1	1	1
NONE	OG0001024	0	1	1	1	3	3
NONE	OG0001025	1	0	1	3	2	2
NONE	OG0001026	2	3	1	1	1	1
NONE	OG0001027	3	2	1	1	1	1
NONE	OG0001028	2	1	1	1	2	2
NONE	OG0001029	2	2	1	2	1	1
NONE	OG0001030	2	3	1	1	1	1
NONE	OG0001031	1	1	4	1	1	1
NONE	OG0001032	2	1	1	1	3	1
NONE	OG0001033	1	1	3	2	1	1
NONE	OG0001034	1	1	1	1	4	1
NONE	OG0001035	1	1	1	2	1	3
NONE	OG0001036	1	2	1	3	1	1
NONE	OG0001037	2	2	2	2	1	0
NONE	OG0001038	3	2	1	1	1	1
NONE	OG0001039	1	2	2	2	1	1
NONE	OG0001040	5	4	0	0	0	0
NONE	OG0001041	1	2	1	1	2	2
NONE	OG0001042	2	1	1	1	3	1
NONE	OG0001043	6	3	0	0	0	0
NONE	OG0001044	2	3	0	0	2	2
NONE	OG0001045	2	2	1	0	2	2
NONE	OG0001046	4	3	0	0	1	1
NONE	OG0001047	1	2	1	3	1	1
NONE	OG0001048	1	1	2	3	1	1
NONE	OG0001049	1	1	2	3	1	1
NONE	OG0001050	1	1	2	3	1	1
NONE	OG0001051	2	3	0	0	3	1
NONE	OG0001052	1	2	2	2	1	1
NONE	OG0001053	2	2	1	1	1	2
NONE	OG0001054	2	1	2	2	1	1
NONE	OG0001055	2	1	1	2	2	1
NONE	OG0001056	2	1	1	1	3	1
NONE	OG0001057	1	1	1	2	2	2
NONE	OG0001058	1	2	2	2	1	1
NONE	OG0001059	1	1	1	1	3	2
NONE	OG0001060	1	1	1	1	3	2
NONE	OG0001061	2	2	1	1	2	1
NONE	OG0001062	2	1	2	2	1	1
NONE	OG0001063	2	2	1	1	2	1
NONE	OG0001064	2	1	2	2	1	1
NONE	OG0001065	1	1	0	0	1	6
NONE	OG0001066	2	1	2	2	1	1
NONE	OG0001067	4	1	1	1	1	1
NONE	OG0001068	2	2	1	1	1	2
NONE	OG0001069	1	2	0	0	3	3
NONE	OG0001070	4	1	1	1	1	1
NONE	OG0001071	1	2	2	2	1	1
NONE	OG0001072	3	2	1	1	0	2
NONE	OG0001073	1	2	1	1	2	2
NONE	OG0001074	1	2	1	1	2	2
NONE	OG0001075	2	2	1	1	2	1
NONE	OG0001076	2	2	1	1	1	2
NONE	OG0001077	1	1	2	2	2	1
NONE	OG0001078	3	2	1	1	1	1
NONE	OG0001079	2	2	1	1	1	2
NONE	OG0001080	1	1	3	2	1	1
NONE	OG0001081	3	2	1	1	1	1
NONE	OG0001082	1	2	1	1	2	2
NONE	OG0001083	1	2	1	3	1	1
NONE	OG0001084	1	4	1	1	1	1
NONE	OG0001085	1	1	1	1	3	2
NONE	OG0001086	2	3	1	1	2	0
NONE	OG0001087	2	2	1	2	1	1
NONE	OG0001088	1	2	1	2	1	2
NONE	OG0001089	1	3	1	1	2	1
NONE	OG0001090	1	0	2	1	3	2
NONE	OG0001091	1	1	1	1	3	2
NONE	OG0001092	2	1	1	1	3	1
NONE	OG0001093	1	1	1	1	3	2
NONE	OG0001094	1	2	1	1	2	2
NONE	OG0001095	2	1	1	2	2	1
NONE	OG0001096	2	1	1	1	2	2
NONE	OG0001097	2	2	1	1	1	2
NONE	OG0001098	1	2	1	1	2	2
NONE	OG0001099	1	2	1	1	2	2
NONE	OG0001100	2	2	1	1	2	1
NONE	OG0001101	1	3	1	1	2	1
NONE	OG0001102	1	1	0	0	3	4
NONE	OG0001103	1	4	1	1	1	1
NONE	OG0001104	2	2	1	2	1	1
NONE	OG0001105	1	1	1	2	1	3
NONE	OG0001106	1	1	1	1	1	4
NONE	OG0001107	2	2	1	1	1	2
NONE	OG0001108	2	1	2	2	1	1
NONE	OG0001109	1	2	2	1	1	2
NONE	OG0001110	1	1	1	1	1	4
NONE	OG0001111	1	1	1	1	3	2
NONE	OG0001112	1	1	1	1	4	1
NONE	OG0001113	1	1	1	2	3	1
NONE	OG0001114	2	2	1	1	2	1
NONE	OG0001115	1	1	1	4	1	1
NONE	OG0001116	2	1	1	2	2	1
NONE	OG0001117	1	1	1	3	2	1
NONE	OG0001118	2	2	1	2	1	1
NONE	OG0001119	4	1	1	1	0	2
NONE	OG0001120	3	4	0	0	1	1
NONE	OG0001121	1	2	1	1	2	2
NONE	OG0001122	4	1	1	1	1	1
NONE	OG0001123	1	1	1	4	1	1
NONE	OG0001124	1	2	1	2	2	1
NONE	OG0001125	3	1	1	1	1	2
NONE	OG0001126	2	2	1	1	2	1
NONE	OG0001127	2	2	1	2	1	1
NONE	OG0001128	2	1	1	1	1	3
NONE	OG0001129	3	1	1	2	1	1
NONE	OG0001130	4	1	1	1	1	1
NONE	OG0001131	1	3	1	1	1	2
NONE	OG0001132	2	2	2	1	1	1
NONE	OG0001133	3	2	0	0	2	2
NONE	OG0001134	1	2	1	1	3	1
NONE	OG0001135	1	2	1	2	2	1
NONE	OG0001136	5	4	0	0	0	0
NONE	OG0001137	1	1	1	1	2	3
NONE	OG0001138	1	3	1	2	1	1
NONE	OG0001139	2	2	1	1	1	2
NONE	OG0001140	2	2	1	1	1	2
NONE	OG0001141	1	2	0	0	4	2
NONE	OG0001142	1	2	1	2	2	1
NONE	OG0001143	1	1	1	1	3	2
NONE	OG0001144	2	2	1	2	1	1
NONE	OG0001145	1	1	1	1	4	1
NONE	OG0001146	1	1	2	2	2	1
NONE	OG0001147	2	1	2	2	1	1
NONE	OG0001148	2	2	1	1	1	2
NONE	OG0001149	2	1	1	1	3	1
NONE	OG0001150	2	2	1	1	1	2
NONE	OG0001151	2	2	1	1	2	1
NONE	OG0001152	1	1	1	1	2	3
NONE	OG0001153	1	1	1	1	2	3
NONE	OG0001154	1	2	2	2	1	1
NONE	OG0001155	1	1	1	1	2	3
NONE	OG0001156	1	1	1	1	4	1
NONE	OG0001157	1	1	1	2	1	3
NONE	OG0001158	2	2	1	2	1	1
NONE	OG0001159	1	2	1	2	2	1
NONE	OG0001160	3	1	1	1	2	1
NONE	OG0001161	1	1	1	1	1	4
NONE	OG0001162	1	1	1	1	4	1
NONE	OG0001163	2	2	1	2	1	1
NONE	OG0001164	2	1	1	2	2	1
NONE	OG0001165	2	1	0	0	3	3
NONE	OG0001166	1	1	1	0	3	3
NONE	OG0001167	1	1	1	1	2	3
NONE	OG0001168	1	3	1	2	1	1
NONE	OG0001169	1	1	1	1	2	3
NONE	OG0001170	2	1	1	1	2	2
NONE	OG0001171	1	1	1	1	1	4
NONE	OG0001172	2	2	1	1	2	1
NONE	OG0001173	1	1	3	2	1	1
NONE	OG0001174	2	2	1	1	2	1
NONE	OG0001175	3	1	1	2	1	1
NONE	OG0001176	1	1	2	3	1	1
NONE	OG0001177	1	1	1	2	2	2
NONE	OG0001178	1	3	2	0	2	1
NONE	OG0001179	1	1	1	1	3	2
NONE	OG0001180	3	1	1	1	1	2
NONE	OG0001181	2	3	0	0	1	3
NONE	OG0001182	2	1	2	2	1	1
NONE	OG0001183	1	2	1	1	3	1
NONE	OG0001184	2	1	1	1	2	2
NONE	OG0001185	2	2	1	2	1	1
NONE	OG0001186	2	2	1	1	2	1
NONE	OG0001187	2	7	0	0	0	0
NONE	OG0001188	1	1	1	4	1	1
NONE	OG0001189	1	1	1	2	2	2
NONE	OG0001190	2	2	2	1	1	1
NONE	OG0001191	1	1	2	1	2	2
NONE	OG0001192	1	2	1	1	2	2
NONE	OG0001193	1	2	1	1	1	3
NONE	OG0001194	2	3	1	1	1	1
NONE	OG0001195	1	1	1	1	3	2
NONE	OG0001196	1	1	3	2	1	1
NONE	OG0001197	1	1	2	3	1	1
NONE	OG0001198	1	2	1	1	2	2
NONE	OG0001199	2	2	0	0	2	3
NONE	OG0001200	2	3	1	1	1	1
NONE	OG0001201	2	1	2	2	1	1
NONE	OG0001202	0	9	0	0	0	0
NONE	OG0001203	0	8	0	0	1	0
NONE	OG0001204	0	9	0	0	0	0
NONE	OG0001205	0	9	0	0	0	0
NONE	OG0001206	0	9	0	0	0	0
NONE	OG0001207	0	3	0	0	4	2
NONE	OG0001208	0	9	0	0	0	0
NONE	OG0001209	0	5	0	0	3	1
NONE	OG0001210	0	2	0	0	5	2
NONE	OG0001211	0	6	0	0	1	2
NONE	OG0001212	0	1	0	0	7	1
NONE	OG0001213	0	3	0	0	2	4
NONE	OG0001214	0	0	5	4	0	0
NONE	OG0001215	0	0	2	7	0	0
NONE	OG0001216	0	0	2	7	0	0
NONE	OG0001217	0	0	3	2	2	2
NONE	OG0001218	0	0	0	9	0	0
NONE	OG0001219	0	0	0	0	8	1
NONE	OG0001220	0	0	0	0	2	7
NONE	OG0001221	0	0	0	0	7	2
NONE	OG0001222	0	0	0	0	3	6
NONE	OG0001223	0	0	0	0	3	6
NONE	OG0001224	0	0	0	0	7	2
NONE	OG0001225	0	0	0	0	7	2
NONE	OG0001226	0	0	0	0	5	4
NONE	OG0001227	0	0	0	0	6	3
NONE	OG0001228	0	0	0	0	9	0
NONE	OG0001229	0	0	0	0	5	4
NONE	OG0001230	0	0	0	0	5	4
NONE	OG0001231	0	0	0	0	1	8
NONE	OG0001232	2	2	0	0	3	1
NONE	OG0001233	0	8	0	0	0	0
NONE	OG0001234	2	2	1	1	1	1
NONE	OG0001235	0	2	0	1	5	0
NONE	OG0001236	2	1	1	1	2	1
NONE	OG0001237	2	2	1	1	1	1
NONE	OG0001238	1	1	1	1	2	2
NONE	OG0001239	2	2	1	1	1	1
NONE	OG0001240	2	2	1	1	1	1
NONE	OG0001241	1	1	1	1	2	2
NONE	OG0001242	3	2	1	0	1	1
NONE	OG0001243	6	2	0	0	0	0
NONE	OG0001244	0	1	7	0	0	0
NONE	OG0001245	1	1	2	0	3	1
NONE	OG0001246	1	1	2	2	1	1
NONE	OG0001247	1	1	2	2	1	1
NONE	OG0001248	2	4	1	1	0	0
NONE	OG0001249	1	1	1	1	2	2
NONE	OG0001250	0	0	0	0	3	5
NONE	OG0001251	1	1	1	2	2	1
NONE	OG0001252	1	1	2	2	1	1
NONE	OG0001253	1	2	1	1	2	1
NONE	OG0001254	2	2	1	1	1	1
NONE	OG0001255	1	1	2	2	1	1
NONE	OG0001256	1	2	1	1	2	1
NONE	OG0001257	1	1	1	1	2	2
NONE	OG0001258	1	1	2	2	1	1
NONE	OG0001259	1	1	1	1	3	1
NONE	OG0001260	2	2	1	1	1	1
NONE	OG0001261	1	1	1	1	2	2
