NONE	Orthogroup	Aedaeg	Aedalb	Anofun	Anoste	Culpip	Culqui
NONE	OG0005689	1	1	1	1	1	1
NONE	OG0005690	1	1	1	1	1	1
NONE	OG0005691	1	1	1	1	1	1
NONE	OG0005692	1	1	1	1	1	1
NONE	OG0005693	1	1	1	1	1	1
NONE	OG0005694	1	1	1	1	1	1
NONE	OG0005695	1	1	1	1	1	1
NONE	OG0005696	1	1	1	1	1	1
NONE	OG0005697	1	1	1	1	1	1
NONE	OG0005698	1	1	1	1	1	1
NONE	OG0005699	1	1	1	1	1	1
NONE	OG0005700	1	1	1	1	1	1
NONE	OG0005701	1	1	1	1	1	1
NONE	OG0005702	1	1	1	1	1	1
NONE	OG0005703	1	1	1	1	1	1
NONE	OG0005704	1	1	1	1	1	1
NONE	OG0005705	1	1	1	1	1	1
NONE	OG0005706	1	1	1	1	1	1
NONE	OG0005707	1	1	1	1	1	1
NONE	OG0005708	1	1	1	1	1	1
NONE	OG0005709	1	1	1	1	1	1
NONE	OG0005710	1	1	1	1	1	1
NONE	OG0005711	1	1	1	1	1	1
NONE	OG0005712	1	1	1	1	1	1
NONE	OG0005713	1	1	1	1	1	1
NONE	OG0005714	1	1	1	1	1	1
NONE	OG0005715	1	1	1	1	1	1
NONE	OG0005716	1	1	1	1	1	1
NONE	OG0005717	1	1	1	1	1	1
NONE	OG0005718	1	1	1	1	1	1
NONE	OG0005719	1	1	1	1	1	1
NONE	OG0005720	1	1	1	1	1	1
NONE	OG0005721	1	1	1	1	1	1
NONE	OG0005722	1	1	1	1	1	1
NONE	OG0005723	1	1	1	1	1	1
NONE	OG0005724	1	1	1	1	1	1
NONE	OG0005725	1	1	1	1	1	1
NONE	OG0005726	1	1	1	1	1	1
NONE	OG0005727	1	1	1	1	1	1
NONE	OG0005728	1	1	1	1	1	1
NONE	OG0005729	1	1	1	1	1	1
NONE	OG0005730	1	1	1	1	1	1
NONE	OG0005731	1	1	1	1	1	1
NONE	OG0005732	1	1	1	1	1	1
NONE	OG0005733	1	1	1	1	1	1
NONE	OG0005734	1	1	1	1	1	1
NONE	OG0005735	1	1	1	1	1	1
NONE	OG0005736	1	1	1	1	1	1
NONE	OG0005737	1	2	1	1	1	0
NONE	OG0005738	1	1	1	1	1	1
NONE	OG0005739	1	1	1	1	1	1
NONE	OG0005740	1	1	1	1	1	1
NONE	OG0005741	1	1	1	1	1	1
NONE	OG0005742	1	1	1	1	1	1
NONE	OG0005743	1	1	1	1	1	1
NONE	OG0005744	1	1	1	1	1	1
NONE	OG0005745	1	1	1	1	1	1
NONE	OG0005746	1	1	1	1	1	1
NONE	OG0005747	1	1	1	1	1	1
NONE	OG0005748	1	1	1	1	1	1
NONE	OG0005749	1	1	1	1	1	1
NONE	OG0005750	1	1	1	1	1	1
NONE	OG0005751	1	1	1	1	1	1
NONE	OG0005752	1	1	1	1	1	1
NONE	OG0005753	1	1	1	1	1	1
NONE	OG0005754	1	1	1	1	1	1
NONE	OG0005755	1	1	1	1	1	1
NONE	OG0005756	1	1	1	1	1	1
NONE	OG0005757	1	1	1	1	1	1
NONE	OG0005758	1	1	1	1	1	1
NONE	OG0005759	1	1	1	1	1	1
NONE	OG0005760	1	1	1	1	1	1
NONE	OG0005761	1	1	1	1	1	1
NONE	OG0005762	1	1	1	1	1	1
NONE	OG0005763	1	1	1	1	1	1
NONE	OG0005764	2	2	0	0	1	1
NONE	OG0005765	1	1	1	1	1	1
NONE	OG0005766	1	1	1	1	1	1
NONE	OG0005767	1	1	1	1	1	1
NONE	OG0005768	1	1	1	1	1	1
NONE	OG0005769	1	1	1	1	1	1
NONE	OG0005770	1	1	1	1	1	1
NONE	OG0005771	1	1	1	1	1	1
NONE	OG0005772	1	1	1	1	1	1
NONE	OG0005773	1	1	1	1	1	1
NONE	OG0005774	1	1	1	1	1	1
NONE	OG0005775	1	1	1	1	1	1
NONE	OG0005776	1	1	1	1	1	1
NONE	OG0005777	1	1	1	1	1	1
NONE	OG0005778	1	1	1	1	1	1
NONE	OG0005779	1	1	1	1	1	1
NONE	OG0005780	1	1	1	1	1	1
NONE	OG0005781	1	1	1	1	1	1
NONE	OG0005782	1	1	1	1	1	1
NONE	OG0005783	1	1	1	1	1	1
NONE	OG0005784	1	1	1	1	0	2
NONE	OG0005785	1	1	1	1	1	1
NONE	OG0005786	1	1	1	1	1	1
NONE	OG0005787	1	1	1	1	1	1
NONE	OG0005788	1	1	1	1	1	1
NONE	OG0005789	1	1	1	1	1	1
NONE	OG0005790	1	1	1	1	1	1
NONE	OG0005791	1	1	1	1	1	1
NONE	OG0005792	1	1	1	1	1	1
NONE	OG0005793	1	1	1	1	1	1
NONE	OG0005794	1	1	1	1	1	1
NONE	OG0005795	1	1	1	1	1	1
NONE	OG0005796	1	1	1	1	1	1
NONE	OG0005797	1	1	1	1	1	1
NONE	OG0005798	1	1	1	1	1	1
NONE	OG0005799	1	1	1	1	1	1
NONE	OG0005800	1	1	1	1	1	1
NONE	OG0005801	1	1	1	1	1	1
NONE	OG0005802	1	1	1	1	1	1
NONE	OG0005803	1	1	1	1	1	1
NONE	OG0005804	1	1	2	1	1	0
NONE	OG0005805	1	1	1	1	1	1
NONE	OG0005806	1	1	1	1	1	1
NONE	OG0005807	1	1	1	1	1	1
NONE	OG0005808	1	1	1	1	1	1
NONE	OG0005809	1	1	1	1	1	1
NONE	OG0005810	1	1	1	1	1	1
NONE	OG0005811	1	1	1	1	1	1
NONE	OG0005812	1	1	1	1	1	1
NONE	OG0005813	1	1	1	1	1	1
NONE	OG0005814	1	1	1	1	1	1
NONE	OG0005815	1	1	1	1	1	1
NONE	OG0005816	1	1	1	1	1	1
NONE	OG0005817	1	1	1	1	1	1
NONE	OG0005818	1	1	1	1	1	1
NONE	OG0005819	1	1	1	1	1	1
NONE	OG0005820	1	1	1	1	1	1
NONE	OG0005821	1	1	1	1	1	1
NONE	OG0005822	1	1	1	1	1	1
NONE	OG0005823	1	1	1	1	1	1
NONE	OG0005824	1	1	1	1	1	1
NONE	OG0005825	1	1	1	1	1	1
NONE	OG0005826	1	1	1	1	1	1
NONE	OG0005827	1	1	1	1	1	1
NONE	OG0005828	1	1	1	1	1	1
NONE	OG0005829	1	1	1	1	1	1
NONE	OG0005830	1	1	1	1	1	1
NONE	OG0005831	1	1	1	1	1	1
NONE	OG0005832	1	1	1	1	1	1
NONE	OG0005833	1	1	1	1	1	1
NONE	OG0005834	1	1	1	1	1	1
NONE	OG0005835	1	1	1	1	1	1
NONE	OG0005836	1	1	1	1	1	1
NONE	OG0005837	1	1	1	1	1	1
NONE	OG0005838	1	1	1	1	1	1
NONE	OG0005839	1	1	1	1	1	1
NONE	OG0005840	1	1	1	1	1	1
NONE	OG0005841	1	1	1	1	1	1
NONE	OG0005842	1	1	1	1	1	1
NONE	OG0005843	1	1	1	1	1	1
NONE	OG0005844	1	1	1	1	1	1
NONE	OG0005845	1	1	1	1	1	1
NONE	OG0005846	1	1	1	1	1	1
NONE	OG0005847	1	1	1	1	1	1
NONE	OG0005848	1	1	1	1	1	1
NONE	OG0005849	1	1	1	1	1	1
NONE	OG0005850	1	1	1	1	1	1
NONE	OG0005851	1	1	1	1	1	1
NONE	OG0005852	1	1	1	1	1	1
NONE	OG0005853	1	1	1	1	1	1
NONE	OG0005854	1	1	1	1	1	1
NONE	OG0005855	1	1	1	1	1	1
NONE	OG0005856	1	1	1	1	1	1
NONE	OG0005857	1	1	1	1	1	1
NONE	OG0005858	1	1	1	1	1	1
NONE	OG0005859	1	1	1	1	1	1
NONE	OG0005860	1	1	1	1	1	1
NONE	OG0005861	1	1	1	1	1	1
NONE	OG0005862	1	1	1	1	1	1
NONE	OG0005863	1	1	1	1	1	1
NONE	OG0005864	1	1	1	1	1	1
NONE	OG0005865	1	1	1	1	1	1
NONE	OG0005866	1	1	1	1	1	1
NONE	OG0005867	1	1	1	1	1	1
NONE	OG0005868	1	1	1	1	1	1
NONE	OG0005869	1	1	1	1	1	1
NONE	OG0005870	1	1	1	1	1	1
NONE	OG0005871	1	1	1	1	1	1
NONE	OG0005872	1	1	1	1	1	1
NONE	OG0005873	1	1	1	1	1	1
NONE	OG0005874	1	1	1	1	1	1
NONE	OG0005875	1	1	1	1	1	1
NONE	OG0005876	1	1	1	1	1	1
NONE	OG0005877	1	1	1	1	1	1
NONE	OG0005878	1	1	1	1	1	1
NONE	OG0005879	1	1	1	1	1	1
NONE	OG0005880	1	1	1	1	1	1
NONE	OG0005881	1	1	1	1	1	1
NONE	OG0005882	1	1	1	1	1	1
NONE	OG0005883	1	1	1	1	1	1
NONE	OG0005884	1	1	1	1	1	1
NONE	OG0005885	1	1	1	1	1	1
NONE	OG0005886	1	1	1	1	1	1
NONE	OG0005887	1	1	1	1	1	1
NONE	OG0005888	1	1	1	1	1	1
NONE	OG0005889	1	1	1	1	1	1
NONE	OG0005890	1	1	1	1	1	1
NONE	OG0005891	1	0	1	2	1	1
NONE	OG0005892	1	1	1	1	1	1
NONE	OG0005893	1	1	1	1	1	1
NONE	OG0005894	1	1	1	1	1	1
NONE	OG0005895	1	1	1	1	1	1
NONE	OG0005896	1	1	1	1	1	1
NONE	OG0005897	1	1	1	1	1	1
NONE	OG0005898	1	1	1	1	1	1
NONE	OG0005899	1	1	1	1	1	1
NONE	OG0005900	1	1	1	1	1	1
NONE	OG0005901	1	1	1	1	1	1
NONE	OG0005902	1	1	1	1	1	1
NONE	OG0005903	1	1	1	1	1	1
NONE	OG0005904	1	1	1	1	1	1
NONE	OG0005905	1	1	1	1	1	1
NONE	OG0005906	1	1	1	1	1	1
NONE	OG0005907	1	1	1	1	1	1
NONE	OG0005908	1	1	1	1	1	1
NONE	OG0005909	1	1	1	1	1	1
NONE	OG0005910	1	1	1	1	1	1
NONE	OG0005911	1	1	1	1	1	1
NONE	OG0005912	1	1	1	1	1	1
NONE	OG0005913	1	1	1	1	1	1
NONE	OG0005914	1	1	1	1	1	1
NONE	OG0005915	1	1	1	1	1	1
NONE	OG0005916	1	1	1	1	1	1
NONE	OG0005917	1	1	1	1	1	1
NONE	OG0005918	1	1	1	1	1	1
NONE	OG0005919	1	1	1	1	1	1
NONE	OG0005920	1	1	1	1	1	1
NONE	OG0005921	1	1	1	1	1	1
NONE	OG0005922	1	1	1	1	1	1
NONE	OG0005923	1	1	1	1	1	1
NONE	OG0005924	1	1	1	1	1	1
NONE	OG0005925	1	1	1	1	1	1
NONE	OG0005926	1	1	1	1	1	1
NONE	OG0005927	1	1	1	1	1	1
NONE	OG0005928	1	1	1	1	1	1
NONE	OG0005929	1	1	1	1	1	1
NONE	OG0005930	1	1	1	1	1	1
NONE	OG0005931	1	1	1	1	1	1
NONE	OG0005932	1	1	1	1	1	1
NONE	OG0005933	1	1	1	1	1	1
NONE	OG0005934	1	1	1	1	1	1
NONE	OG0005935	1	1	1	1	1	1
NONE	OG0005936	1	1	1	1	1	1
NONE	OG0005937	1	1	1	1	1	1
NONE	OG0005938	1	1	1	1	1	1
NONE	OG0005939	1	1	1	1	1	1
NONE	OG0005940	1	1	1	1	1	1
NONE	OG0005941	1	1	1	1	1	1
NONE	OG0005942	1	1	1	1	1	1
NONE	OG0005943	1	1	1	1	1	1
NONE	OG0005944	1	1	1	1	1	1
NONE	OG0005945	1	1	1	1	1	1
NONE	OG0005946	1	1	1	1	1	1
NONE	OG0005947	1	1	1	1	1	1
NONE	OG0005948	1	1	1	1	1	1
NONE	OG0005949	1	1	1	1	1	1
NONE	OG0005950	1	1	1	1	1	1
NONE	OG0005951	1	1	1	1	1	1
NONE	OG0005952	1	1	1	1	1	1
NONE	OG0005953	1	1	1	1	1	1
NONE	OG0005954	1	1	1	1	1	1
NONE	OG0005955	1	1	1	1	1	1
NONE	OG0005956	1	1	1	1	1	1
NONE	OG0005957	1	1	1	1	1	1
NONE	OG0005958	1	1	1	1	1	1
NONE	OG0005959	2	1	1	0	1	1
NONE	OG0005960	1	1	1	1	1	1
NONE	OG0005961	1	1	1	1	1	1
NONE	OG0005962	1	1	1	1	1	1
NONE	OG0005963	1	1	1	1	1	1
NONE	OG0005964	1	1	1	1	1	1
NONE	OG0005965	1	1	1	1	1	1
NONE	OG0005966	1	1	1	1	1	1
NONE	OG0005967	1	1	1	1	1	1
NONE	OG0005968	1	1	1	1	1	1
NONE	OG0005969	1	1	1	1	1	1
NONE	OG0005970	1	1	1	1	1	1
NONE	OG0005971	1	1	1	1	1	1
NONE	OG0005972	1	1	1	1	1	1
NONE	OG0005973	1	1	1	1	1	1
NONE	OG0005974	1	1	1	1	1	1
NONE	OG0005975	1	1	1	1	1	1
NONE	OG0005976	1	1	1	1	1	1
NONE	OG0005977	1	1	1	1	1	1
NONE	OG0005978	1	1	1	1	1	1
NONE	OG0005979	1	1	1	1	1	1
NONE	OG0005980	1	1	1	1	1	1
NONE	OG0005981	1	1	1	1	1	1
NONE	OG0005982	1	1	1	1	1	1
NONE	OG0005983	1	1	1	1	1	1
NONE	OG0005984	1	1	1	1	1	1
NONE	OG0005985	1	1	1	1	1	1
NONE	OG0005986	1	1	1	1	1	1
NONE	OG0005987	1	1	1	1	1	1
NONE	OG0005988	1	1	1	1	1	1
NONE	OG0005989	1	1	1	1	1	1
NONE	OG0005990	1	1	1	1	1	1
NONE	OG0005991	1	1	1	1	1	1
NONE	OG0005992	1	1	1	1	1	1
NONE	OG0005993	1	1	1	1	1	1
NONE	OG0005994	1	1	1	1	1	1
NONE	OG0005995	1	1	1	1	1	1
NONE	OG0005996	1	1	1	1	1	1
NONE	OG0005997	1	1	1	1	1	1
NONE	OG0005998	1	1	1	1	1	1
NONE	OG0005999	1	1	1	1	1	1
NONE	OG0006000	1	1	1	1	1	1
NONE	OG0006001	1	1	1	1	1	1
NONE	OG0006002	1	1	1	1	1	1
NONE	OG0006003	1	1	1	1	1	1
NONE	OG0006004	1	1	1	1	1	1
NONE	OG0006005	1	1	1	1	1	1
NONE	OG0006006	1	1	1	1	1	1
NONE	OG0006007	1	1	1	1	1	1
NONE	OG0006008	1	1	1	1	1	1
NONE	OG0006009	1	1	1	1	1	1
NONE	OG0006010	1	1	1	1	1	1
NONE	OG0006011	1	1	1	1	1	1
NONE	OG0006012	1	1	1	1	1	1
NONE	OG0006013	1	1	1	1	1	1
NONE	OG0006014	1	1	1	1	1	1
NONE	OG0006015	1	1	1	1	1	1
NONE	OG0006016	1	1	1	1	1	1
NONE	OG0006017	1	1	1	1	1	1
NONE	OG0006018	1	1	1	1	1	1
NONE	OG0006019	1	1	1	1	1	1
NONE	OG0006020	1	1	1	1	1	1
NONE	OG0006021	1	1	1	1	1	1
NONE	OG0006022	1	1	1	1	1	1
NONE	OG0006023	1	1	1	1	1	1
NONE	OG0006024	1	1	1	1	1	1
NONE	OG0006025	1	1	1	1	1	1
NONE	OG0006026	1	1	1	1	1	1
NONE	OG0006027	1	1	1	1	1	1
NONE	OG0006028	1	1	1	1	1	1
NONE	OG0006029	1	1	1	1	1	1
NONE	OG0006030	1	1	1	1	1	1
NONE	OG0006031	1	1	1	1	1	1
NONE	OG0006032	1	1	1	1	1	1
NONE	OG0006033	1	1	1	1	1	1
NONE	OG0006034	1	1	1	1	1	1
NONE	OG0006035	1	1	1	1	1	1
NONE	OG0006036	1	1	1	1	1	1
NONE	OG0006037	1	1	1	1	1	1
NONE	OG0006038	1	1	1	1	1	1
NONE	OG0006039	1	1	1	1	1	1
NONE	OG0006040	1	1	1	1	1	1
NONE	OG0006041	1	1	1	1	1	1
NONE	OG0006042	1	1	1	1	1	1
NONE	OG0006043	1	1	1	1	1	1
NONE	OG0006044	1	1	1	1	1	1
NONE	OG0006045	1	1	1	1	1	1
NONE	OG0006046	1	1	1	1	1	1
NONE	OG0006047	1	1	1	1	1	1
NONE	OG0006048	1	1	1	1	1	1
NONE	OG0006049	1	1	1	1	1	1
NONE	OG0006050	1	1	1	1	1	1
NONE	OG0006051	1	1	1	1	1	1
NONE	OG0006052	1	1	1	1	1	1
NONE	OG0006053	1	1	1	1	1	1
NONE	OG0006054	1	1	1	1	1	1
NONE	OG0006055	1	1	1	1	1	1
NONE	OG0006056	1	1	1	1	1	1
NONE	OG0006057	1	1	1	1	1	1
NONE	OG0006058	1	1	1	1	1	1
NONE	OG0006059	1	1	1	1	1	1
NONE	OG0006060	1	1	1	1	1	1
NONE	OG0006061	1	1	1	1	1	1
NONE	OG0006062	1	1	1	1	1	1
NONE	OG0006063	1	1	1	1	1	1
NONE	OG0006064	1	1	1	1	1	1
NONE	OG0006065	1	1	1	1	1	1
NONE	OG0006066	1	1	1	1	1	1
NONE	OG0006067	1	1	1	1	1	1
NONE	OG0006068	1	1	1	1	1	1
NONE	OG0006069	1	1	1	1	1	1
NONE	OG0006070	1	1	1	1	1	1
NONE	OG0006071	1	1	1	1	1	1
NONE	OG0006072	1	1	1	1	1	1
NONE	OG0006073	1	1	1	1	1	1
NONE	OG0006074	1	1	1	1	1	1
NONE	OG0006075	1	1	1	1	1	1
NONE	OG0006076	1	1	1	1	1	1
NONE	OG0006077	1	1	1	1	1	1
NONE	OG0006078	1	1	1	1	1	1
NONE	OG0006079	1	1	1	1	1	1
NONE	OG0006080	1	1	1	1	1	1
NONE	OG0006081	1	1	1	1	1	1
NONE	OG0006082	1	1	1	1	1	1
NONE	OG0006083	1	1	1	1	1	1
NONE	OG0006084	1	1	1	1	1	1
NONE	OG0006085	1	1	1	1	1	1
NONE	OG0006086	1	1	1	1	1	1
NONE	OG0006087	1	1	1	1	1	1
NONE	OG0006088	1	1	1	1	1	1
NONE	OG0006089	1	1	1	1	1	1
NONE	OG0006090	1	1	1	1	1	1
NONE	OG0006091	1	1	1	1	1	1
NONE	OG0006092	1	1	1	1	1	1
NONE	OG0006093	1	1	1	1	1	1
NONE	OG0006094	1	0	1	2	1	1
NONE	OG0006095	1	1	1	1	1	1
NONE	OG0006096	1	1	1	1	1	1
NONE	OG0006097	1	1	1	1	1	1
NONE	OG0006098	1	1	1	1	1	1
NONE	OG0006099	1	1	1	0	2	1
NONE	OG0006100	1	1	1	1	1	1
NONE	OG0006101	1	1	0	0	2	2
NONE	OG0006102	1	1	1	1	1	1
NONE	OG0006103	1	1	1	1	1	1
NONE	OG0006104	1	2	1	0	1	1
NONE	OG0006105	1	1	1	1	1	1
NONE	OG0006106	1	1	1	1	1	1
NONE	OG0006107	1	1	1	1	1	1
NONE	OG0006108	1	1	1	1	1	1
NONE	OG0006109	1	1	1	1	1	1
NONE	OG0006110	1	1	1	1	1	1
NONE	OG0006111	1	1	1	1	1	1
NONE	OG0006112	1	1	1	1	1	1
NONE	OG0006113	1	1	1	1	1	1
NONE	OG0006114	1	1	1	1	1	1
NONE	OG0006115	1	1	1	1	1	1
NONE	OG0006116	1	1	1	1	1	1
NONE	OG0006117	1	1	1	1	1	1
NONE	OG0006118	1	1	1	1	1	1
NONE	OG0006119	1	1	1	1	1	1
NONE	OG0006120	1	1	1	1	1	1
NONE	OG0006121	1	1	1	1	1	1
NONE	OG0006122	1	1	1	1	1	1
NONE	OG0006123	1	1	1	1	1	1
NONE	OG0006124	1	1	1	1	1	1
NONE	OG0006125	1	1	1	1	1	1
NONE	OG0006126	1	1	1	1	1	1
NONE	OG0006127	1	1	1	1	1	1
NONE	OG0006128	1	1	1	1	1	1
NONE	OG0006129	1	1	1	1	1	1
NONE	OG0006130	1	1	1	1	1	1
NONE	OG0006131	1	1	1	1	1	1
NONE	OG0006132	1	1	1	1	1	1
NONE	OG0006133	1	1	1	1	1	1
NONE	OG0006134	1	1	1	1	1	1
NONE	OG0006135	1	1	1	1	1	1
NONE	OG0006136	1	1	1	1	1	1
NONE	OG0006137	1	1	1	1	1	1
NONE	OG0006138	1	1	1	1	1	1
NONE	OG0006139	1	1	1	1	1	1
NONE	OG0006140	1	1	1	1	1	1
NONE	OG0006141	1	1	1	1	1	1
NONE	OG0006142	1	1	1	1	1	1
NONE	OG0006143	1	1	1	1	1	1
NONE	OG0006144	1	1	1	1	1	1
NONE	OG0006145	1	1	1	1	1	1
NONE	OG0006146	1	1	1	1	1	1
NONE	OG0006147	1	1	1	1	1	1
NONE	OG0006148	1	1	1	1	1	1
NONE	OG0006149	1	1	1	1	1	1
NONE	OG0006150	1	1	1	1	1	1
NONE	OG0006151	1	1	0	0	2	2
NONE	OG0006152	1	1	1	1	1	1
NONE	OG0006153	1	1	1	1	1	1
NONE	OG0006154	1	1	1	1	1	1
NONE	OG0006155	1	1	1	1	1	1
NONE	OG0006156	1	1	1	1	1	1
NONE	OG0006157	1	1	1	1	1	1
NONE	OG0006158	1	1	1	1	1	1
NONE	OG0006159	1	1	1	1	1	1
NONE	OG0006160	1	1	1	1	1	1
NONE	OG0006161	1	1	1	1	1	1
NONE	OG0006162	1	1	1	1	1	1
NONE	OG0006163	1	1	1	1	1	1
NONE	OG0006164	1	1	1	1	1	1
NONE	OG0006165	1	1	1	1	1	1
NONE	OG0006166	1	1	1	1	1	1
NONE	OG0006167	1	1	1	1	1	1
NONE	OG0006168	1	1	1	1	1	1
NONE	OG0006169	1	1	1	1	1	1
NONE	OG0006170	1	1	1	1	1	1
NONE	OG0006171	2	2	0	0	1	1
NONE	OG0006172	1	1	1	1	1	1
NONE	OG0006173	1	1	1	1	1	1
NONE	OG0006174	1	1	1	1	1	1
NONE	OG0006175	1	1	1	1	1	1
NONE	OG0006176	1	1	1	1	1	1
NONE	OG0006177	1	1	1	1	1	1
NONE	OG0006178	1	1	1	1	1	1
NONE	OG0006179	1	1	1	1	1	1
NONE	OG0006180	1	1	1	1	1	1
NONE	OG0006181	1	1	1	1	1	1
NONE	OG0006182	1	1	1	1	1	1
NONE	OG0006183	1	1	1	1	1	1
NONE	OG0006184	1	1	1	1	1	1
NONE	OG0006185	1	2	0	1	1	1
NONE	OG0006186	1	1	1	1	1	1
NONE	OG0006187	1	0	1	1	2	1
NONE	OG0006188	1	1	1	1	1	1
NONE	OG0006189	1	1	1	1	1	1
NONE	OG0006190	1	1	1	1	1	1
NONE	OG0006191	1	1	1	1	1	1
NONE	OG0006192	1	1	1	1	1	1
NONE	OG0006193	1	1	1	1	1	1
NONE	OG0006194	1	1	1	1	1	1
NONE	OG0006195	1	1	1	1	1	1
NONE	OG0006196	1	1	1	1	1	1
NONE	OG0006197	1	1	1	1	1	1
NONE	OG0006198	1	1	1	1	1	1
NONE	OG0006199	1	1	1	1	1	1
NONE	OG0006200	1	1	1	1	1	1
NONE	OG0006201	1	1	1	1	1	1
NONE	OG0006202	1	1	1	1	1	1
NONE	OG0006203	1	1	1	1	1	1
NONE	OG0006204	1	1	1	1	1	1
NONE	OG0006205	1	1	1	1	1	1
NONE	OG0006206	1	1	1	1	1	1
NONE	OG0006207	1	1	1	1	1	1
NONE	OG0006208	1	1	1	1	1	1
NONE	OG0006209	1	1	1	1	1	1
NONE	OG0006210	1	1	1	1	1	1
NONE	OG0006211	1	1	1	1	1	1
NONE	OG0006212	1	1	1	1	1	1
NONE	OG0006213	1	1	1	1	1	1
NONE	OG0006214	1	1	1	1	1	1
NONE	OG0006215	1	1	1	1	1	1
NONE	OG0006216	1	1	1	1	1	1
NONE	OG0006217	1	1	1	1	1	1
NONE	OG0006218	1	1	1	1	1	1
NONE	OG0006219	1	1	1	1	1	1
NONE	OG0006220	1	1	1	1	1	1
NONE	OG0006221	1	1	1	1	1	1
NONE	OG0006222	1	1	1	1	1	1
NONE	OG0006223	1	1	1	1	1	1
NONE	OG0006224	1	1	1	1	1	1
NONE	OG0006225	1	1	1	1	1	1
NONE	OG0006226	1	1	1	1	1	1
NONE	OG0006227	1	1	1	1	1	1
NONE	OG0006228	1	1	1	1	1	1
NONE	OG0006229	1	1	1	1	1	1
NONE	OG0006230	1	1	1	1	1	1
NONE	OG0006231	1	1	1	1	1	1
NONE	OG0006232	1	1	1	1	1	1
NONE	OG0006233	1	1	1	1	1	1
NONE	OG0006234	1	1	1	1	1	1
NONE	OG0006235	1	1	1	1	1	1
NONE	OG0006236	1	1	1	1	1	1
NONE	OG0006237	1	1	1	1	1	1
NONE	OG0006238	1	1	1	1	1	1
NONE	OG0006239	1	1	1	1	1	1
NONE	OG0006240	1	1	1	1	1	1
NONE	OG0006241	1	1	1	1	1	1
NONE	OG0006242	1	1	1	1	1	1
NONE	OG0006243	1	1	1	1	1	1
NONE	OG0006244	1	1	1	1	1	1
NONE	OG0006245	1	1	1	1	1	1
NONE	OG0006246	1	1	1	1	1	1
NONE	OG0006247	1	1	1	1	1	1
NONE	OG0006248	1	1	1	1	1	1
NONE	OG0006249	1	1	1	1	1	1
NONE	OG0006250	1	1	1	1	1	1
NONE	OG0006251	1	1	1	1	1	1
NONE	OG0006252	1	1	1	1	1	1
NONE	OG0006253	1	1	1	1	1	1
NONE	OG0006254	1	1	1	1	1	1
NONE	OG0006255	1	1	1	1	1	1
NONE	OG0006256	1	1	1	1	1	1
NONE	OG0006257	1	1	1	1	1	1
NONE	OG0006258	1	1	1	1	1	1
NONE	OG0006259	1	1	1	1	1	1
NONE	OG0006260	1	1	1	1	1	1
NONE	OG0006261	1	1	1	1	1	1
NONE	OG0006262	1	1	1	1	1	1
NONE	OG0006263	1	1	1	1	1	1
NONE	OG0006264	1	1	1	1	1	1
NONE	OG0006265	1	1	1	1	1	1
NONE	OG0006266	1	1	1	1	1	1
NONE	OG0006267	2	1	1	1	1	0
NONE	OG0006268	1	1	1	1	1	1
NONE	OG0006269	1	1	1	1	1	1
NONE	OG0006270	1	1	1	1	1	1
NONE	OG0006271	1	1	1	1	1	1
NONE	OG0006272	1	1	1	1	1	1
NONE	OG0006273	1	1	1	1	1	1
NONE	OG0006274	1	1	1	1	1	1
NONE	OG0006275	1	1	1	1	1	1
NONE	OG0006276	1	1	1	1	1	1
NONE	OG0006277	1	1	1	1	1	1
NONE	OG0006278	1	1	1	1	1	1
NONE	OG0006279	1	1	1	1	1	1
NONE	OG0006280	1	1	1	1	1	1
NONE	OG0006281	1	1	1	1	1	1
NONE	OG0006282	1	1	1	1	1	1
NONE	OG0006283	1	1	1	1	1	1
NONE	OG0006284	1	1	1	1	1	1
NONE	OG0006285	1	1	1	1	1	1
NONE	OG0006286	1	1	1	1	1	1
NONE	OG0006287	1	1	1	1	1	1
NONE	OG0006288	1	1	1	1	1	1
NONE	OG0006289	1	1	1	1	1	1
NONE	OG0006290	1	1	1	1	1	1
NONE	OG0006291	1	1	1	1	1	1
NONE	OG0006292	1	1	1	1	1	1
NONE	OG0006293	1	1	1	1	1	1
NONE	OG0006294	1	1	1	1	1	1
NONE	OG0006295	1	1	1	1	1	1
NONE	OG0006296	1	1	1	1	1	1
NONE	OG0006297	1	1	1	1	1	1
NONE	OG0006298	1	1	1	1	1	1
NONE	OG0006299	1	1	1	1	1	1
NONE	OG0006300	1	1	1	1	1	1
NONE	OG0006301	1	1	1	2	0	1
NONE	OG0006302	1	2	0	2	0	1
NONE	OG0006303	1	1	1	1	1	1
NONE	OG0006304	1	1	1	1	1	1
NONE	OG0006305	1	1	1	1	1	1
NONE	OG0006306	1	1	1	1	1	1
NONE	OG0006307	1	1	1	1	1	1
NONE	OG0006308	1	1	1	1	1	1
NONE	OG0006309	1	1	1	1	1	1
NONE	OG0006310	1	1	1	1	1	1
NONE	OG0006311	1	1	1	2	0	1
NONE	OG0006312	1	1	1	1	1	1
NONE	OG0006313	1	1	1	1	1	1
NONE	OG0006314	1	1	1	1	1	1
NONE	OG0006315	1	1	1	1	1	1
NONE	OG0006316	1	1	1	1	1	1
NONE	OG0006317	1	1	1	1	1	1
NONE	OG0006318	1	1	1	1	1	1
NONE	OG0006319	1	1	1	1	1	1
NONE	OG0006320	1	1	1	1	1	1
NONE	OG0006321	1	1	1	1	1	1
NONE	OG0006322	1	1	1	1	1	1
